metric_id,project_id,metric_name,metric_value,recorded_date
MET004247,PROJ000170,Feature Completion,71.78,2026-02-20
MET004248,PROJ000173,Retention Rate,3.37,2026-01-09
MET004249,PROJ000073,Customer Satisfaction,47.72,2024-11-12
MET004250,PROJ000214,Average Response Time,17.94,2025-09-14
MET004251,PROJ000195,Feature Adoption,74.89,2026-05-13
MET004252,PROJ000234,Bug Resolution Rate,45.15,2025-02-28
MET004253,PROJ000230,Deployment Frequency,65.23,2024-10-20
MET004254,PROJ000028,Average Response Time,85.27,2024-07-23
MET004255,PROJ000227,Monthly Active Users,39.01,2025-11-05
MET004256,PROJ000167,Net Promoter Score,45.49,2025-04-10
MET004257,PROJ000036,Net Promoter Score,61.04,2025-04-26
MET004258,PROJ000018,Customer Satisfaction,11.81,2026-04-14
MET004259,PROJ000108,Feature Completion,21.9,2024-10-09
MET004260,PROJ000036,Retention Rate,17.33,2024-09-01
MET004261,PROJ000169,Net Promoter Score,3.4,2025-04-02
MET004262,PROJ000013,Retention Rate,25.45,2025-09-30
MET004263,PROJ000117,Feature Adoption,19.69,2025-10-04
MET004264,PROJ000098,Feature Adoption,35.64,2025-11-16
MET004265,PROJ000011,Customer Satisfaction,85.71,2025-06-25
MET004266,PROJ000110,Customer Satisfaction,90.36,2026-05-04
MET004267,PROJ000151,Monthly Active Users,33.12,2024-09-14
MET004268,PROJ000193,Net Promoter Score,40.94,2025-12-01
MET004269,PROJ000097,Feature Adoption,46.48,2025-08-10
MET004270,PROJ000216,Sprint Velocity,83.32,2024-12-05
MET004271,PROJ000132,Feature Adoption,1.42,2025-08-24
MET004272,PROJ000219,Deployment Frequency,87.86,2024-11-16
MET004273,PROJ000174,Average Response Time,69.93,2024-08-07
MET004274,PROJ000132,Deployment Frequency,30.02,2025-11-09
MET004275,PROJ000227,Average Response Time,89.57,2026-02-10
MET004276,PROJ000052,Average Response Time,33.8,2026-06-27
MET004277,PROJ000027,Customer Satisfaction,46.86,2026-02-17
MET004278,PROJ000227,Monthly Active Users,66.13,2024-09-30
MET004279,PROJ000081,Net Promoter Score,10.11,2025-09-21
MET004280,PROJ000002,Monthly Active Users,34.61,2025-01-28
MET004281,PROJ000116,Bug Resolution Rate,46.0,2024-07-28
MET004282,PROJ000031,Retention Rate,42.93,2025-12-29
MET004283,PROJ000193,Average Response Time,13.28,2026-05-18
MET004284,PROJ000132,Bug Resolution Rate,81.05,2025-01-06
MET004285,PROJ000050,Average Response Time,75.52,2024-11-29
MET004286,PROJ000223,Deployment Frequency,13.05,2025-09-24
MET004287,PROJ000217,Average Response Time,39.95,2025-12-28
MET004288,PROJ000230,Average Response Time,85.5,2026-07-05
MET004289,PROJ000027,Monthly Active Users,30.11,2025-10-06
MET004290,PROJ000144,Sprint Velocity,11.65,2024-10-05
MET004291,PROJ000059,Sprint Velocity,74.57,2026-02-21
MET004292,PROJ000107,Average Response Time,28.82,2025-02-06
MET004293,PROJ000154,Monthly Active Users,39.03,2025-12-30
MET004294,PROJ000134,Customer Satisfaction,69.51,2026-05-18
MET004295,PROJ000051,Sprint Velocity,82.06,2026-01-30
MET004296,PROJ000244,Monthly Active Users,87.77,2025-03-18
MET004297,PROJ000004,Monthly Active Users,60.47,2024-11-26
MET004298,PROJ000164,Net Promoter Score,76.78,2024-08-15
MET004299,PROJ000094,Sprint Velocity,8.51,2025-04-12
MET004300,PROJ000234,Customer Satisfaction,74.1,2024-09-14
MET004301,PROJ000055,Monthly Active Users,95.14,2025-03-20
MET004302,PROJ000243,Average Response Time,62.35,2025-08-21
MET004303,PROJ000163,Feature Adoption,97.61,2026-04-19
MET004304,PROJ000008,Sprint Velocity,71.74,2024-10-29
MET004305,PROJ000185,Sprint Velocity,34.62,2025-08-25
MET004306,PROJ000025,Deployment Frequency,85.05,2024-11-11
MET004307,PROJ000153,Monthly Active Users,2.8,2025-08-10
MET004308,PROJ000159,Monthly Active Users,58.76,2025-08-05
MET004309,PROJ000033,Retention Rate,23.83,2025-03-24
MET004310,PROJ000115,Bug Resolution Rate,10.66,2024-08-08
MET004311,PROJ000060,Customer Satisfaction,47.52,2026-03-06
MET004312,PROJ000211,Feature Adoption,87.55,2025-11-30
MET004313,PROJ000231,Retention Rate,64.5,2025-03-01
MET004314,PROJ000238,Customer Satisfaction,19.55,2026-04-18
MET004315,PROJ000185,Feature Completion,52.73,2026-06-15
MET004316,PROJ000050,Customer Satisfaction,47.53,2025-04-10
MET004317,PROJ000088,Monthly Active Users,99.98,2026-06-08
MET004318,PROJ000140,Deployment Frequency,20.35,2025-06-20
MET004319,PROJ000172,Monthly Active Users,63.59,2025-05-22
MET004320,PROJ000054,Customer Satisfaction,24.94,2026-01-17
MET004321,PROJ000197,Feature Adoption,51.81,2026-07-11
MET004322,PROJ000186,Customer Satisfaction,10.0,2024-12-02
MET004323,PROJ000156,Sprint Velocity,27.35,2025-04-15
MET004324,PROJ000031,Retention Rate,96.76,2024-10-05
MET004325,PROJ000138,Bug Resolution Rate,11.15,2025-09-26
MET004326,PROJ000124,Retention Rate,85.26,2024-08-07
MET004327,PROJ000151,Feature Adoption,3.06,2026-05-20
MET004328,PROJ000012,Bug Resolution Rate,20.09,2025-02-08
MET004329,PROJ000175,Bug Resolution Rate,85.93,2026-03-24
MET004330,PROJ000018,Average Response Time,68.06,2025-03-24
MET004331,PROJ000023,Monthly Active Users,14.92,2025-08-05
MET004332,PROJ000134,Feature Completion,88.1,2025-04-28
MET004333,PROJ000247,Retention Rate,53.1,2025-10-31
MET004334,PROJ000053,Customer Satisfaction,44.29,2025-07-27
MET004335,PROJ000163,Feature Adoption,92.41,2026-03-17
MET004336,PROJ000203,Sprint Velocity,76.42,2024-07-25
MET004337,PROJ000138,Sprint Velocity,13.46,2024-10-30
MET004338,PROJ000164,Customer Satisfaction,40.99,2025-07-12
MET004339,PROJ000017,Feature Adoption,78.32,2025-09-30
MET004340,PROJ000195,Deployment Frequency,99.97,2026-02-17
MET004341,PROJ000142,Sprint Velocity,80.96,2025-12-27
MET004342,PROJ000015,Retention Rate,74.61,2025-07-14
MET004343,PROJ000035,Feature Adoption,65.8,2025-03-21
MET004344,PROJ000040,Net Promoter Score,17.89,2024-10-10
MET004345,PROJ000055,Feature Completion,22.91,2026-03-29
MET004346,PROJ000097,Monthly Active Users,26.58,2024-11-28
MET004347,PROJ000121,Average Response Time,80.92,2024-10-04
MET004348,PROJ000209,Customer Satisfaction,66.29,2026-06-07
MET004349,PROJ000104,Feature Adoption,71.45,2025-11-07
MET004350,PROJ000016,Average Response Time,30.07,2025-05-04
MET004351,PROJ000051,Monthly Active Users,20.76,2026-07-18
MET004352,PROJ000016,Feature Completion,72.37,2026-02-26
MET004353,PROJ000203,Monthly Active Users,55.46,2024-10-26
MET004354,PROJ000158,Customer Satisfaction,36.21,2024-09-11
MET004355,PROJ000063,Feature Adoption,29.18,2026-01-19
MET004356,PROJ000065,Average Response Time,89.64,2025-10-21
MET004357,PROJ000228,Feature Completion,51.48,2024-08-21
MET004358,PROJ000101,Retention Rate,47.28,2024-10-11
MET004359,PROJ000107,Deployment Frequency,17.66,2025-10-01
MET004360,PROJ000040,Feature Completion,59.45,2025-05-07
MET004361,PROJ000003,Monthly Active Users,83.77,2024-10-07
MET004362,PROJ000209,Net Promoter Score,20.32,2026-02-04
MET004363,PROJ000068,Customer Satisfaction,38.81,2024-09-30
MET004364,PROJ000047,Monthly Active Users,57.13,2026-06-11
MET004365,PROJ000023,Feature Completion,88.52,2025-10-13
MET004366,PROJ000118,Sprint Velocity,99.32,2024-11-09
MET004367,PROJ000013,Feature Adoption,73.05,2024-12-12
MET004368,PROJ000091,Average Response Time,60.64,2025-11-17
MET004369,PROJ000194,Retention Rate,6.54,2025-02-07
MET004370,PROJ000243,Sprint Velocity,65.35,2024-10-14
MET004371,PROJ000014,Sprint Velocity,99.49,2024-11-10
MET004372,PROJ000054,Customer Satisfaction,74.76,2024-08-13
MET004373,PROJ000204,Retention Rate,43.84,2025-06-12
MET004374,PROJ000178,Net Promoter Score,81.13,2025-05-03
MET004375,PROJ000098,Feature Completion,93.27,2024-11-18
MET004376,PROJ000243,Average Response Time,22.49,2026-01-12
MET004377,PROJ000180,Deployment Frequency,87.29,2025-12-30
MET004378,PROJ000020,Bug Resolution Rate,49.68,2025-04-28
MET004379,PROJ000167,Monthly Active Users,43.32,2026-05-04
MET004380,PROJ000089,Deployment Frequency,47.65,2026-06-28
MET004381,PROJ000201,Bug Resolution Rate,61.11,2025-05-20
MET004382,PROJ000049,Sprint Velocity,67.61,2025-11-09
MET004383,PROJ000152,Sprint Velocity,8.26,2025-09-23
MET004384,PROJ000185,Average Response Time,10.98,2024-09-08
MET004385,PROJ000143,Deployment Frequency,98.22,2025-11-20
MET004386,PROJ000096,Monthly Active Users,69.67,2026-04-23
MET004387,PROJ000175,Net Promoter Score,20.52,2025-10-16
MET004388,PROJ000042,Feature Adoption,98.03,2025-12-11
MET004389,PROJ000077,Feature Adoption,5.12,2026-02-25
MET004390,PROJ000142,Retention Rate,87.4,2026-04-23
MET004391,PROJ000085,Feature Completion,62.79,2026-07-08
MET004392,PROJ000183,Deployment Frequency,62.43,2026-04-28
MET004393,PROJ000077,Net Promoter Score,10.61,2025-05-27
MET004394,PROJ000176,Monthly Active Users,55.53,2025-03-13
MET004395,PROJ000210,Net Promoter Score,35.04,2025-03-02
MET004396,PROJ000070,Monthly Active Users,80.52,2025-11-17
MET004397,PROJ000073,Customer Satisfaction,13.87,2026-02-03
MET004398,PROJ000045,Average Response Time,81.08,2025-01-06
MET004399,PROJ000080,Average Response Time,94.44,2024-12-27
MET004400,PROJ000189,Sprint Velocity,18.21,2024-08-13
MET004401,PROJ000054,Sprint Velocity,52.17,2026-03-31
MET004402,PROJ000098,Average Response Time,5.15,2024-10-26
MET004403,PROJ000077,Feature Adoption,30.67,2026-02-12
MET004404,PROJ000032,Monthly Active Users,70.91,2025-03-05
MET004405,PROJ000148,Feature Adoption,0.25,2026-04-18
MET004406,PROJ000035,Net Promoter Score,92.86,2026-03-27
MET004407,PROJ000109,Deployment Frequency,46.11,2025-06-20
MET004408,PROJ000154,Monthly Active Users,6.63,2025-03-30
MET004409,PROJ000124,Sprint Velocity,4.62,2025-10-26
MET004410,PROJ000051,Average Response Time,41.59,2025-10-19
MET004411,PROJ000159,Average Response Time,51.52,2025-11-05
MET004412,PROJ000109,Net Promoter Score,51.5,2026-01-09
MET004413,PROJ000093,Monthly Active Users,88.91,2025-09-07
MET004414,PROJ000121,Bug Resolution Rate,78.3,2025-03-08
MET004415,PROJ000144,Net Promoter Score,75.56,2025-12-07
MET004416,PROJ000029,Deployment Frequency,91.91,2025-08-19
MET004417,PROJ000006,Average Response Time,45.69,2025-01-02
MET004418,PROJ000108,Bug Resolution Rate,95.11,2025-02-08
MET004419,PROJ000024,Deployment Frequency,23.61,2025-09-18
MET004420,PROJ000019,Sprint Velocity,29.75,2025-10-18
MET004421,PROJ000060,Net Promoter Score,85.61,2025-03-12
MET004422,PROJ000031,Net Promoter Score,33.33,2025-11-09
MET004423,PROJ000232,Feature Adoption,89.34,2024-10-02
MET004424,PROJ000202,Average Response Time,63.96,2024-12-14
MET004425,PROJ000181,Monthly Active Users,59.31,2025-05-09
MET004426,PROJ000014,Net Promoter Score,39.53,2025-11-03
MET004427,PROJ000048,Retention Rate,97.0,2025-09-21
MET004428,PROJ000120,Sprint Velocity,80.15,2025-03-01
MET004429,PROJ000111,Retention Rate,18.48,2025-11-08
MET004430,PROJ000012,Bug Resolution Rate,97.33,2025-07-14
MET004431,PROJ000084,Feature Adoption,12.22,2026-07-19
MET004432,PROJ000016,Feature Completion,90.01,2026-01-30
MET004433,PROJ000245,Sprint Velocity,98.49,2025-09-06
MET004434,PROJ000183,Retention Rate,94.47,2025-01-19
MET004435,PROJ000221,Customer Satisfaction,37.18,2025-05-02
MET004436,PROJ000049,Monthly Active Users,13.86,2026-05-10
MET004437,PROJ000213,Feature Completion,82.16,2025-05-06
MET004438,PROJ000017,Feature Adoption,30.5,2025-08-25
MET004439,PROJ000236,Feature Completion,60.5,2026-05-23
MET004440,PROJ000062,Feature Completion,75.42,2025-01-31
MET004441,PROJ000094,Customer Satisfaction,2.28,2024-12-01
MET004442,PROJ000035,Feature Completion,68.74,2026-06-27
MET004443,PROJ000054,Retention Rate,66.48,2025-03-30
MET004444,PROJ000155,Monthly Active Users,25.74,2026-05-12
MET004445,PROJ000101,Customer Satisfaction,50.9,2026-02-17
MET004446,PROJ000188,Average Response Time,26.14,2024-07-31
MET004447,PROJ000082,Bug Resolution Rate,81.41,2025-05-05
MET004448,PROJ000176,Deployment Frequency,13.09,2026-05-25
MET004449,PROJ000043,Feature Completion,39.75,2024-08-17
MET004450,PROJ000220,Retention Rate,1.65,2025-05-08
MET004451,PROJ000202,Feature Completion,45.09,2025-08-22
MET004452,PROJ000145,Net Promoter Score,43.47,2026-07-04
MET004453,PROJ000024,Customer Satisfaction,91.4,2025-07-06
MET004454,PROJ000074,Monthly Active Users,23.99,2025-10-13
MET004455,PROJ000192,Retention Rate,55.74,2026-05-30
MET004456,PROJ000155,Feature Adoption,34.1,2024-09-29
MET004457,PROJ000127,Monthly Active Users,59.17,2025-09-24
MET004458,PROJ000182,Retention Rate,35.69,2025-06-14
MET004459,PROJ000211,Net Promoter Score,65.8,2024-11-14
MET004460,PROJ000013,Bug Resolution Rate,15.8,2026-02-17
MET004461,PROJ000059,Average Response Time,53.63,2025-07-23
MET004462,PROJ000230,Monthly Active Users,72.02,2026-05-31
MET004463,PROJ000122,Customer Satisfaction,36.39,2026-02-24
MET004464,PROJ000189,Deployment Frequency,46.53,2024-10-25
MET004465,PROJ000032,Feature Adoption,6.14,2025-01-05
MET004466,PROJ000116,Feature Adoption,55.68,2024-09-06
MET004467,PROJ000021,Average Response Time,9.03,2025-07-16
MET004468,PROJ000165,Retention Rate,74.09,2025-03-18
MET004469,PROJ000236,Net Promoter Score,18.96,2025-11-16
MET004470,PROJ000051,Sprint Velocity,80.84,2024-08-08
MET004471,PROJ000011,Retention Rate,83.48,2025-07-28
MET004472,PROJ000080,Feature Adoption,57.12,2025-04-19
MET004473,PROJ000082,Sprint Velocity,37.46,2025-01-26
MET004474,PROJ000131,Average Response Time,8.57,2026-06-29
MET004475,PROJ000177,Feature Completion,28.49,2025-08-08
MET004476,PROJ000242,Deployment Frequency,84.19,2026-03-04
MET004477,PROJ000077,Deployment Frequency,6.63,2026-06-03
MET004478,PROJ000160,Average Response Time,10.12,2024-10-01
MET004479,PROJ000117,Retention Rate,62.16,2025-01-26
MET004480,PROJ000026,Feature Adoption,24.93,2024-10-22
MET004481,PROJ000024,Average Response Time,62.64,2026-03-02
MET004482,PROJ000180,Average Response Time,2.64,2024-08-08
MET004483,PROJ000209,Monthly Active Users,53.72,2025-07-31
MET004484,PROJ000218,Deployment Frequency,22.41,2024-07-22
MET004485,PROJ000215,Feature Adoption,35.4,2025-06-23
MET004486,PROJ000166,Sprint Velocity,85.31,2024-09-28
MET004487,PROJ000049,Feature Adoption,71.46,2026-02-19
MET004488,PROJ000164,Deployment Frequency,54.6,2026-06-27
MET004489,PROJ000224,Retention Rate,50.92,2025-11-17
MET004490,PROJ000042,Bug Resolution Rate,55.52,2025-12-07
MET004491,PROJ000209,Monthly Active Users,62.05,2024-11-24
MET004492,PROJ000090,Feature Adoption,6.99,2025-12-19
MET004493,PROJ000174,Feature Completion,81.57,2025-02-28
MET004494,PROJ000027,Bug Resolution Rate,42.83,2025-09-24
MET004495,PROJ000072,Retention Rate,52.93,2025-09-01
MET004496,PROJ000035,Sprint Velocity,49.37,2025-09-06
MET004497,PROJ000020,Sprint Velocity,23.94,2026-06-20
MET004498,PROJ000166,Monthly Active Users,78.08,2025-01-15
MET004499,PROJ000248,Deployment Frequency,26.87,2026-04-03
MET004500,PROJ000165,Net Promoter Score,7.92,2025-12-04
MET004501,PROJ000154,Customer Satisfaction,10.41,2024-09-20
MET004502,PROJ000168,Sprint Velocity,79.89,2026-06-19
MET004503,PROJ000100,Feature Completion,52.72,2026-05-15
MET004504,PROJ000105,Average Response Time,39.32,2025-06-26
MET004505,PROJ000150,Feature Adoption,55.28,2025-03-21
MET004506,PROJ000223,Bug Resolution Rate,34.77,2025-01-09
MET004507,PROJ000012,Feature Completion,21.31,2024-08-14
MET004508,PROJ000084,Retention Rate,1.62,2025-03-11
MET004509,PROJ000012,Deployment Frequency,54.06,2025-07-04
MET004510,PROJ000079,Retention Rate,43.0,2026-04-17
MET004511,PROJ000215,Feature Adoption,21.42,2025-04-19
MET004512,PROJ000101,Feature Adoption,1.36,2024-08-23
MET004513,PROJ000126,Feature Completion,61.61,2025-05-22
MET004514,PROJ000199,Monthly Active Users,96.81,2025-03-16
MET004515,PROJ000094,Customer Satisfaction,45.74,2025-02-14
MET004516,PROJ000186,Feature Adoption,83.73,2025-06-06
MET004517,PROJ000159,Bug Resolution Rate,87.49,2025-12-06
MET004518,PROJ000209,Bug Resolution Rate,11.12,2024-11-06
MET004519,PROJ000119,Net Promoter Score,97.94,2024-11-28
MET004520,PROJ000111,Feature Adoption,70.66,2026-01-13
MET004521,PROJ000133,Sprint Velocity,61.32,2025-12-15
MET004522,PROJ000185,Customer Satisfaction,3.48,2025-05-12
MET004523,PROJ000160,Deployment Frequency,84.72,2026-04-19
MET004524,PROJ000083,Monthly Active Users,40.73,2026-01-14
MET004525,PROJ000239,Customer Satisfaction,7.99,2026-07-02
MET004526,PROJ000038,Average Response Time,55.11,2025-01-05
MET004527,PROJ000151,Retention Rate,83.43,2026-01-21
MET004528,PROJ000045,Deployment Frequency,75.42,2025-03-10
MET004529,PROJ000231,Feature Completion,65.68,2026-01-08
MET004530,PROJ000040,Sprint Velocity,9.71,2026-01-09
MET004531,PROJ000140,Retention Rate,89.31,2025-03-28
MET004532,PROJ000184,Customer Satisfaction,43.67,2024-12-04
MET004533,PROJ000009,Feature Adoption,87.42,2024-09-04
MET004534,PROJ000002,Retention Rate,69.5,2024-11-28
MET004535,PROJ000150,Average Response Time,8.04,2024-12-27
MET004536,PROJ000144,Deployment Frequency,15.92,2025-12-12
MET004537,PROJ000197,Retention Rate,58.24,2025-11-25
MET004538,PROJ000024,Monthly Active Users,79.75,2026-06-08
MET004539,PROJ000135,Bug Resolution Rate,23.05,2026-01-09
MET004540,PROJ000237,Monthly Active Users,31.82,2026-03-14
MET004541,PROJ000193,Deployment Frequency,4.54,2025-01-22
MET004542,PROJ000092,Monthly Active Users,98.13,2026-02-02
MET004543,PROJ000017,Average Response Time,6.76,2024-11-09
MET004544,PROJ000232,Monthly Active Users,56.36,2026-04-06
MET004545,PROJ000199,Bug Resolution Rate,14.97,2026-07-08
MET004546,PROJ000017,Feature Adoption,92.4,2025-06-21
MET004547,PROJ000128,Deployment Frequency,46.89,2024-10-12
MET004548,PROJ000182,Net Promoter Score,88.65,2024-09-29
MET004549,PROJ000240,Customer Satisfaction,74.62,2025-02-15
MET004550,PROJ000154,Monthly Active Users,58.98,2024-11-15
MET004551,PROJ000071,Sprint Velocity,26.07,2025-10-31
MET004552,PROJ000182,Net Promoter Score,79.55,2025-05-19
MET004553,PROJ000014,Bug Resolution Rate,30.08,2025-03-18
MET004554,PROJ000052,Net Promoter Score,15.71,2025-12-06
MET004555,PROJ000051,Bug Resolution Rate,57.03,2026-04-08
MET004556,PROJ000096,Monthly Active Users,98.91,2026-06-01
MET004557,PROJ000179,Feature Completion,46.84,2025-05-27
MET004558,PROJ000169,Feature Adoption,93.39,2026-07-08
MET004559,PROJ000104,Monthly Active Users,72.07,2025-02-25
MET004560,PROJ000215,Net Promoter Score,56.58,2026-03-21
MET004561,PROJ000170,Deployment Frequency,4.66,2026-05-22
MET004562,PROJ000064,Sprint Velocity,52.94,2025-01-16
MET004563,PROJ000161,Net Promoter Score,16.39,2025-08-08
MET004564,PROJ000004,Monthly Active Users,72.73,2024-11-02
MET004565,PROJ000151,Feature Completion,52.44,2025-01-25
MET004566,PROJ000152,Monthly Active Users,49.3,2025-05-16
MET004567,PROJ000244,Customer Satisfaction,59.65,2025-08-06
MET004568,PROJ000108,Sprint Velocity,92.21,2024-07-27
MET004569,PROJ000033,Net Promoter Score,85.34,2025-08-05
MET004570,PROJ000184,Average Response Time,40.43,2025-06-10
MET004571,PROJ000090,Monthly Active Users,12.82,2024-09-16
MET004572,PROJ000100,Net Promoter Score,75.41,2025-10-25
MET004573,PROJ000223,Feature Adoption,95.94,2025-02-14
MET004574,PROJ000112,Bug Resolution Rate,75.63,2025-03-08
MET004575,PROJ000239,Monthly Active Users,21.82,2025-12-17
MET004576,PROJ000009,Feature Completion,84.01,2025-06-25
MET004577,PROJ000110,Average Response Time,5.87,2025-03-26
MET004578,PROJ000041,Net Promoter Score,31.81,2026-04-13
MET004579,PROJ000029,Monthly Active Users,78.36,2026-01-04
MET004580,PROJ000238,Feature Completion,9.56,2026-01-26
MET004581,PROJ000225,Average Response Time,11.66,2025-01-16
MET004582,PROJ000217,Bug Resolution Rate,4.2,2025-03-28
MET004583,PROJ000082,Sprint Velocity,35.37,2024-08-28
MET004584,PROJ000023,Deployment Frequency,40.48,2025-03-23
MET004585,PROJ000053,Monthly Active Users,52.83,2026-03-20
MET004586,PROJ000145,Deployment Frequency,34.22,2026-02-05
MET004587,PROJ000242,Sprint Velocity,88.56,2025-05-19
MET004588,PROJ000170,Feature Completion,14.33,2025-04-13
MET004589,PROJ000063,Net Promoter Score,19.07,2024-12-21
MET004590,PROJ000182,Average Response Time,79.58,2026-03-19
MET004591,PROJ000047,Deployment Frequency,76.19,2026-04-30
MET004592,PROJ000139,Net Promoter Score,62.47,2024-07-25
MET004593,PROJ000159,Retention Rate,86.26,2025-03-19
